49591	2178,2720,9870,2618,11115
16834	8089,4264,17597,24280,8698
33225	2241,4838,6290,1406,6852
56055	1712,4806,235,59,3561
90582	5191,6707,2178,3827,10439
82395	2178,5448,14121,6707,8765
39674	10043,1922,13506,13312,4391
8670	156,1087,11334,4657,5329
98784	589,10117,6123,4041,4750
16867	1712,1752,6852,8019,14411
485	2720,7974,2618,23966,3513
8680	4041,607,2656,6707,1554
74225	6751,2921,212,5952,11263
66034	4553,5982,2720,1483,2921
8691	2178,28811,8765,18455,2815
41461	22913,2265,1922,41554,3446
57848	1087,5448,1752,49957,20624
82425	2720,2921,7471,5329,6013
107005	24750,10742,20624,39473,28463
41470	5448,1087,49957,1752,2720
49238	4838,363,17928,2497,16996
521	7535,1087,20838,2720,5720
8716	5874,12436,18535,18397,18409
74254	7535,4114,12436,5329,1087
16915	156,6808,1087,6707,2618
66073	1752,1087,2178,49957,20624
538	12539,1406,1416,4806,1400
83375	156,5874,622,2497,2178
25116	11115,6808,25488,4385,1087
74271	21900,4264,2288,24459,11903
41505	1303,5448,3446,3603,14411
8743	2720,10290,2178,12539,25488
33328	358,5448,10043,8241,156
98870	182,17928,9184,29811,17597
16953	1752,4041,5982,589,1087
107072	3112,4806,1712,30147,39473
8775	6707,1087,5874,2178,14121
16972	4806,12436,4638,12464,13312
74322	3859,589,5720,608,1746
8291	5720,11936,16944,6121,571
57943	2720,1752,11115,363,1087
8794	14121,156,2178,2497,45
41568	59,841,29105,3112,5448
57956	5448,8241,5191,12436,14411
16998	7265,4264,11582,16513,156
83388	4264,5448,1087,16944,156
620	4750,4114,1526,17382,1373
66163	2720,5448,2178,6230,5874
98932	7535,5448,1293,4114,1087
17021	6359,2720,1303,3446,4114
49792	5448,1087,49957,1752,20624
56760	3520,3468,10117,156,13229
19222	17382,9397,28463,6299,2994
41610	17491,4114,17839,17820,11115
74379	3520,6707,6123,5448,618
33422	5874,2178,4264,28843,2720
57999	5191,2178,5929,6715,6808
98963	5448,5191,4114,7535,2720
66198	3446,25488,14411,5191,21051
74391	21051,1110,20624,35,25100
49816	7535,4114,17820,6536,9452
1476	3112,3319,20478,5546,15433
107171	4041,156,4806,3112,6087
25253	1516,2178,2656,4638,1922
49839	10742,25366,8294,25311,10043
33457	7535,9452,26595,5328,4114
8883	5448,2178,2720,24750,5329
98998	5191,5448,3112,7535,806
49850	5448,20624,1752,49957,589
82630	3619,1516,11263,2804,21051
8905	5448,5329,7216,59,2178
74444	5448,2720,4114,4041,49957
17102	4041,2618,2720,9132,9100
99026	5448,1752,1087,49957,2720
41685	11115,156,13506,4264,4114
107984	5448,2720,8241,14411,4041
99046	1752,6707,1087,14121,5448
25319	589,156,6123,3520,3513
58088	1752,1087,4114,10742,1922
17130	11115,3446,5448,17928,1293
8953	5191,3603,6123,4041,3446
90877	7216,54996,7894,8315,8019
8974	1922,3858,5512,1746,589
788	11057,2533,2656,2497,41554
99093	6707,807,14121,5191,20335
41759	5448,2720,1087,6707,1303
17187	5448,4114,3252,10043,13781
8997	11258,28843,1570,28878,68
58150	5448,1752,1087,49957,20624
90925	2178,6715,6714,11584,10743
17200	5448,5191,2305,1712,1922
819	1554,607,16561,1553,608
9016	1752,8981,6123,363,303
17210	4724,6349,8019,5191,13360
41788	2720,24750,5437,13360,59
58181	156,7216,45,14121,6123
41801	4750,4391,589,4751,6852
61581	1752,5448,1087,2720,20624
74577	1752,4838,589,2497,1110
82770	806,14915,589,4114,17382
66388	7974,3513,4460,8651,2178
73870	1087,7535,3112,13781,20478
33625	5448,2720,1087,2178,49957
50012	13360,7216,3603,4657,5328
9054	1303,12071,10043,8981,4114
107361	22913,8089,1553,22947,7535
103913	1752,156,4041,3857,6123
107385	5448,1752,2720,7535,49957
66428	5448,1087,49957,1752,2720
99207	5191,2288,2252,6715,8681
50064	1293,11903,3446,7535,3989
913	7471,4806,9184,3561,1749
9106	1752,8089,4114,13360,22913
17308	3446,2656,21051,24750,10381
91038	806,12437,4750,2178,6349
934	5448,1752,2720,1087,49957
33703	11115,8765,5448,564,10043
25515	589,10742,5448,20624,59
99246	1752,1087,49957,5448,2178
41911	3112,7535,841,2178,4114
9145	5191,22913,8089,6121,1922
17340	3446,3858,2265,24750,607
9152	1922,6121,22913,6123,5720
82887	3112,3319,20478,5546,15433
10125	5191,5448,20624,2178,49957
970	7535,5177,608,12001,14411
67063	5191,2178,7350,14121,4724
53410	5191,1293,5448,1752,23548
9167	10043,4041,1763,23580,4806
82897	9150,12436,5448,5546,10742
33746	6121,8981,11115,17491,3937
74708	4391,11115,1939,12436,29811
91110	806,5929,1752,6349,1087
58346	3446,3513,1922,7974,3516
9198	10261,6290,1303,19782,10736
17397	2358,2281,4391,1712,8315
1016	1976,2656,608,30202,10803
107521	22913,7535,23966,23965,14244
91138	11115,1087,806,1752,589
1033	2618,566,2656,3858,2288
33804	9452,14411,5546,1293,4899
99345	21768,21907,21893,2288,21900
50195	11057,11115,1516,1553,22913
17430	1712,5191,5720,20838,8936
1049	2618,3520,807,6808,10426
99354	1752,1087,5448,49957,4114
82979	10742,2178,28843,1922,1087
91172	1110,7974,4493,3513,9145
74793	1303,2281,2339,6121,3603
99379	6348,17382,17757,4264,1087
17462	6349,11903,235,1087,6359
83001	4264,20451,3858,16180,3857
99392	5448,7216,3603,1712,11161
1094	14121,4655,2656,4631,4750
50255	1752,3520,10043,1303,564
1113	5328,2265,2252,7471,2247
42074	6808,5448,3446,4899,2656
74843	7216,25175,3112,8294,262
83039	1922,3520,3858,10742,3516
58464	4114,8019,41554,11057,12464
66662	3112,12436,5328,1087,10742
72551	1303,10043,12436,4750,3603
107636	7728,3446,1752,5191,363
66681	5448,1922,1087,10742,4114
25723	1752,21051,8241,10633,6808
1149	1087,2358,2618,6808,608
83070	3446,25488,3603,4806,4837
15211	1110,2656,1554,4750,2339
33925	589,358,7974,4724,9320
25738	11115,6349,742,6359,2618
106690	2358,15248,6359,4750,19304
17555	4553,1922,8241,2921,7974
58519	4806,4750,4391,11246,11182
66713	156,4264,2288,17928,1922
107686	3112,8241,1293,13865,25652
72563	6808,21051,11115,5328,5546
99512	5448,1303,5191,6290,12539
9402	4838,7535,5329,7350,363
25795	1087,10742,20624,5546,156
66759	1939,5982,9145,4553,5191
42186	5448,2178,20624,2720,1087
99536	1303,5448,3603,4041,589
34001	1752,1087,363,5982,607
25810	1752,1087,3446,10117,3520
50387	5191,2178,806,17366,6290
74967	3603,6808,13360,1303,2603
9440	1752,5191,1293,3112,12464
17633	10742,28843,841,3298,3112
58602	1087,5448,5329,49957,3112
25835	1293,5448,1752,7535,8089
83181	1752,3446,1303,1922,6707
1263	2656,3446,1553,1494,11057
91381	1752,363,7535,13360,1303
17659	5191,11115,1939,8241,12436
9469	10446,4750,4041,3446,11485
32981	5328,2281,2358,2305,2299
50438	3603,6349,25175,7216,6707
75015	6714,1087,589,22432,5720
66824	5546,6299,3252,6348,4638
42250	5929,1752,1087,6299,6349
9486	4750,4631,1110,2720,10743
1296	3520,5448,3446,2178,3603
17684	24750,5448,4657,1087,49957
66844	1087,5448,1752,2720,49957
65754	1087,12436,2655,1752,14045
39813	10742,4657,33833,2720,25311
1320	2178,5448,8765,2639,14121
17711	6121,8089,1303,20931,11903
1328	2921,8019,10000,6013,7471
76680	12436,4264,4114,17820,13506
75061	2178,5874,2720,1087,6707
91446	1752,11115,363,1303,13360
9528	20478,14411,3112,8936,7535
91458	1752,5448,7535,1087,49957
99654	2178,10742,25366,3275,3298
1352	3619,11263,6299,2847,3112
58699	6013,24503,3619,4529,10000
9548	1712,6707,8241,5448,3112
25936	7535,5448,2618,23966,14411
107862	8241,3112,5448,14411,5328
91479	363,11115,1752,13360,5191
9566	5448,5328,8241,2720,358
75110	2720,2618,10446,5448,14121
9578	10742,3112,5448,25311,13781
83318	1922,1752,5191,1303,3603
87615	4264,17919,2178,10043,13781
50556	7535,5448,3446,5329,16674
9600	14411,2395,5448,21056,8936
58758	9320,10736,3859,12758,20674
34183	5448,1752,1087,49957,20624
1423	3112,5929,1553,17382,2497
58771	1087,363,4264,607,7262
83355	1922,5191,3859,612,3818
26018	6290,4041,15297,1752,608
17829	5448,1087,20624,10742,49957
50603	3112,4974,28843,12436,4114
49394	1483,11057,156,3112,22913
75182	1303,1752,4114,5448,4276
1455	806,14915,589,4114,17382
26036	10742,14822,1922,12436,30736
9660	20690,20695,20704,13590,20707
17855	4724,8019,4114,235,7535
50628	22234,589,21051,6348,5546
83408	5448,4114,8981,7535,11115
42450	1087,589,20624,2720,5448
9689	20676,20624,1293,20677,20667
34267	4114,1922,21051,4750,50543
17884	3112,4114,2720,5448,7535
75232	5448,2178,4114,7535,6349
1505	9150,12436,5448,10742,5546
91618	13229,16584,13219,2656,1922
91638	1922,4638,13312,1752,12436
58871	4391,12436,4657,4837,3603
75265	1752,589,14411,15297,1087
58882	6290,10043,12436,8019,5177
108035	10742,1746,589,1087,1752
50698	2358,741,1746,7487,13018
58898	1110,2994,2720,607,1494
259	4041,3858,8981,1752,607
1557	4264,20451,16180,3858,3857
42525	24459,28843,24750,10742,28463
9766	2720,2178,5874,20903,6349
58923	1922,4041,6808,1087,564
50732	3561,59,4657,35,17258
83503	4114,5448,7535,11115,3112
58935	5448,3112,6230,2655,7894
75324	5328,24098,1976,6849,11115
9796	20838,12539,22947,10743,12512
26183	1746,1922,607,612,589
50763	2178,3112,3597,35,28843
67148	10742,1631,5328,1939,1087
91730	4391,12436,17366,29673,9145
26200	1303,7350,4041,5448,12539
87652	3827,10701,8736,1746,607
34396	10742,5177,7974,47554,16674
91764	2358,5191,4391,6707,5448
9845	1752,14411,21057,21062,2305
59005	2178,12436,6715,25366,22947
75391	1752,1087,5448,49957,1922
42630	1087,5448,10742,20624,4638
83527	1406,5448,11670,17820,17366
26261	28463,6204,11115,4626,2994
50838	3597,2241,156,2288,14651
42649	5448,1752,3446,2178,5191
83619	1406,589,4750,11670,17382
1701	1922,3858,2002,566,1951
50854	5448,1752,1087,49957,20624
75445	2720,1087,5874,9452,9397
42679	5448,1752,1087,49957,20624
83640	5448,589,8981,11115,20624
9917	2178,16673,2720,28843,5874
26305	7535,6290,2178,10071,38082
18115	3112,59,35,5329,28729
9928	6123,10117,589,4041,13506
1751	3446,4778,25488,6707,4806
90404	8089,8241,7535,22913,44866
83675	8981,2241,20624,5329,1752
91868	13506,5448,10043,589,1922
26333	1922,3112,4385,5982,1406
18144	12436,4750,17366,1303,4264
75490	2720,7974,1110,21051,2921
50917	1087,5546,4264,10742,17919
34537	2178,1746,10743,1516,22913
83690	5329,20624,8981,4838,2241
1774	1922,5191,1752,1303,2252
75507	2241,4806,1712,2497,8089
50941	1922,6707,10743,2178,5191
9985	182,17928,9184,29811,1712
100111	6715,11115,6808,156,6714
75540	5448,1752,1087,49957,20624
83734	35,20624,4626,3619,4553
1822	1922,3859,2178,612,622
34600	5448,1752,1087,49957,20624
75561	5191,3112,4553,4385,5982
59180	5448,20624,3446,1087,6707
100149	3112,806,25175,6230,4629
1856	156,4264,16944,3520,5874
10054	5448,4114,3112,1293,1087
59208	4114,20451,1087,212,3252
51017	7535,3513,35,3446,25488
42841	2720,3513,25488,11115,1110
34652	5448,1752,49957,1087,2720
91998	10043,564,1303,9320,4750
1887	5448,1087,4264,589,156
75626	8019,35,4460,5329,2921
92017	11115,4750,13506,4837,4391
42872	5448,49957,1752,1087,20624
59264	1087,621,3989,3544,13865
26497	1922,2191,13506,21051,1939
83844	1110,4750,2656,17382,35
100232	1087,5448,2720,20624,3112
102722	1752,6290,7974,1922,10000
43164	9320,13506,4750,1922,6121
1952	8981,11115,7535,3513,3446
51114	2720,1712,7974,20624,28843
90629	25366,7350,1746,6123,633
18349	12447,11115,8019,6204,8981
26550	4806,2241,17928,17595,1922
90442	1752,1087,49957,1922,20624
83903	1400,3513,1110,4683,4684
10178	6707,14121,6808,20335,1752
1987	4114,7535,1293,4899,11115
42950	2720,51578,5982,4657,3619
67528	358,2618,5328,10261,2293
34764	17928,10043,17597,8698,156
51149	5448,1087,49957,20624,2720
10192	5191,807,709,589,29693
26579	3112,5874,806,2178,28843
67549	5448,20624,2178,49957,1087
75749	10742,2178,14121,59,1631
2022	5448,4114,17820,11115,1406
106833	29811,5328,20667,5387,29785
2032	1406,589,11670,17382,17366
83954	3446,5448,1752,1087,20624
51188	5982,4114,15388,3112,25488
34807	2178,5929,5191,1854,12464
10235	21774,23325,17597,230,6808
30378	5448,11115,8981,6123,235
26623	10742,10258,1087,11419,2207
2055	8981,4529,4535,5329,4838
10253	2288,5191,2252,21730,22932
92177	28463,6382,17382,20624,1526
26642	1293,235,7535,17597,24459
75803	4750,3603,1303,6123,3520
26654	14121,2178,45,1570,28843
43046	1752,5191,1087,2656,156
34860	2720,9150,5546,8241,589
18481	589,3217,2720,1712,16944
26679	5448,589,20624,5874,2178
67640	589,4041,571,3858,607
43070	1712,4806,10043,19633,5328
9909	5448,589,2395,1406,3252
10313	1087,1752,5448,4657,10742
2128	5329,20624,1752,8981,1746
51283	363,1763,607,2288,1293
10327	5448,3603,1752,1712,1303
2151	35,20624,3513,4529,3619
100456	3112,5874,806,1087,3619
26747	21051,1922,1752,20624,4638
10376	5448,7216,1303,5191,6123
65900	1752,589,10117,7974,1303
92302	7974,11936,2720,6083,7535
84115	4114,12447,4041,11115,7974
51351	5448,1087,49957,1752,20624
18588	5177,10633,14121,5936,2178
92318	4114,1087,1752,5448,7535
67744	5191,2281,1746,14411,7350
26787	1087,10742,5546,2178,1631
59557	589,5448,20624,10742,2720
51367	1303,5177,2656,2178,12473
67762	5448,1752,1087,49957,20624
51379	4114,3112,2656,2178,4806
92341	1087,4114,7535,156,17919
2232	4750,2656,1110,17382,13018
10425	1303,5448,6077,5191,6290
35010	5874,28843,741,10802,10743
43204	3619,2720,28843,2241,21051
59596	156,303,17928,8089,1752
67794	4750,6290,7487,13312,4385
14030	8089,7974,5191,1303,1712
35030	5448,1087,1752,49957,20624
75998	1922,5448,3446,589,49957
92383	1087,4114,7535,235,1752
12667	235,17597,28843,27753,16673
18666	2178,1087,5448,49957,2720
51444	2618,5177,2603,3520,7535
10486	5191,3603,4041,7350,589
2300	1110,1526,1400,3513,11115
92419	4806,3576,3561,9320,156
84229	807,8698,13312,5177,4385
2315	3513,3446,3597,4535,2241
10510	2178,16148,9150,3870,12436
84239	10043,4276,6290,19249,1303
35089	4391,2656,13614,1922,28878
2330	4114,4041,12447,7974,11115
10523	6808,3603,303,11115,156
51488	5448,6230,6707,2720,25100
43301	5448,1752,1087,49957,20624
60465	17561,7350,20838,5720,8089
92465	3513,11115,4114,1293,4913
18745	3446,4657,4750,3603,3513
92476	5448,1087,1752,49957,4114
2367	4114,8019,6290,8089,8648
10567	3112,25175,3619,806,6230
26954	8089,17597,235,22913,1712
67926	59,1631,14121,35,20624
51543	5191,6808,235,358,4385
2393	807,13312,5154,4391,8648
10587	5874,1087,806,1406,2395
26974	5448,1752,1087,49957,20624
42725	11936,1763,2720,38082,4114
18785	2265,21051,22932,24750,2720
5863	1752,11248,14822,3520,10633
59756	11115,4114,3513,6013,7535
51579	2178,14121,12464,16148,12473
10620	7535,3112,20478,20451,841
27006	5874,2178,4114,12436,16148
2437	6290,10043,1303,4276,11903
31809	3112,12464,8019,54996,7216
10634	156,4114,28843,3858,1516
84365	5448,358,7535,363,2655
67984	2720,5448,4529,4657,1087
27025	5448,1087,4114,3112,2720
92564	6808,4724,10426,4114,4899
35223	3858,8019,17928,9150,10000
2462	5448,1752,7535,358,4432
51631	1087,2720,5448,49957,1752
68017	1752,10117,349,1303,5448
2487	358,5328,806,3217,8019
10680	48731,1483,1553,41554,12464
27065	22913,2305,12447,11903,2265
35259	5448,1752,1087,49957,20624
2498	1570,589,1631,28463,10734
10691	17928,4838,19249,6849,12083
92616	5448,4750,1303,4114,3603
18893	2720,5720,4041,24750,10117
92631	8019,7974,1303,23966,6290
35289	20451,2241,59,14121,42
59871	607,1746,3603,3827,649
10725	3468,7350,1746,8981,10701
18924	17928,6121,1293,11115,4806
43502	589,8981,10117,6290,742
94632	4264,5874,2178,3520,156
59890	2720,1087,26595,5329,363
10740	3468,3858,8981,6997,1752
2549	589,20624,4638,1570,1973
68086	2720,6230,7216,7471,12551
76885	10071,5329,20478,14411,5448
27143	10633,8019,28843,2178,2786
2570	20624,20667,14651,10736,5617
92690	8019,1854,14244,39473,14406
100884	156,4114,28843,3858,7210
2586	12781,9184,1293,17928,14925
27166	11670,5874,5546,2178,16944
43554	1631,10742,9150,5546,1939
84521	589,20624,4638,1973,1951
27181	5448,6349,2720,4724,6290
35374	4750,7974,1110,14121,4631
43570	5448,1087,49957,1752,20624
2611	1087,7535,212,3112,7369
72798	8089,4114,6290,4264,17820
10808	807,11258,3468,571,5512
64607	17366,4638,13312,6349,29673
19009	5448,5191,6707,8241,20624
51780	5191,5448,14121,6707,4385
84552	20624,20667,14651,10736,4638
96012	5448,11918,59,2618,4041
59979	2265,26595,4114,2720,11057
35404	5874,7535,3112,3576,12436
68174	1087,1752,4114,2720,49957
10831	9150,1087,2618,3298,807
84568	12781,9184,17928,1293,14925
27229	8089,212,1712,1752,262
35440	7350,17597,6123,10117,8455
100981	11057,48731,1293,17928,22352
84603	1087,7535,16996,3989,212
19071	5448,2720,5191,8241,20624
7275	9150,13229,6349,15248,11104
68228	8765,2178,3857,5874,28843
10885	6707,156,3603,6808,4041
27275	20624,8241,9150,5328,2656
84620	1087,1752,3619,5982,2720
2701	5982,3619,6123,1752,2720
35480	12447,2339,4114,11115,8019
2716	7350,4838,17928,4041,4416
43678	5191,8241,2720,20335,5448
76447	4750,2720,4657,4385,1110
60064	4553,4529,5329,1939,51576
101038	4838,17928,7350,6849,19249
55466	5448,1087,2720,49957,1752
2748	7350,7438,6151,5437,11115
35518	7535,1087,5448,6349,5874
68288	5982,2720,1752,8003,5845
10949	11161,1752,4778,2241,4685
92871	5448,49957,20624,2178,1752
68308	1570,1631,571,4114,4913
35541	59,6349,4638,3112,21900
92890	39473,14373,14337,14346,11246
101084	3858,3468,10742,11258,807
10990	4041,7535,14045,4899,5329
76529	11419,5982,11263,10742,3619
27380	2288,10043,1922,5177,1303
11001	7535,10742,10701,8765,10457
75927	1631,1110,2720,1712,8089
32282	22913,12447,5191,12071,1752
68360	806,741,13865,4718,7336
2831	4638,6392,10742,6398,14546
51985	1922,4114,10743,12436,2656
3203	4264,11334,156,2288,17597
76566	1922,1752,4114,49957,22913
27421	5448,1752,1087,2178,20624
11042	2241,4806,17928,7535,2265
106971	5512,24750,8981,20624,11089
15494	4385,5191,10381,4391,6349
92968	5448,6349,24750,6359,6230
27443	7216,5448,10742,5328,3112
84791	3619,1752,2720,6053,5930
76601	3112,6707,2603,2395,12436
60219	5448,1752,1087,49957,20624
35646	10043,235,358,8241,7216
2879	6359,6299,6349,6348,4638
93000	2178,4638,806,4342,14312
11081	22913,17928,11057,19450,6121
27466	1922,2720,1087,28843,20624
101198	10742,3858,807,9150,9870
68439	4114,235,8089,2720,10117
2911	2720,10446,2618,2178,2265
11109	1752,1922,1303,11057,14244
93030	1631,20667,4750,54996,28878
33256	1752,4114,10043,49957,5448
2934	1303,5448,5191,3603,6707
19320	1752,363,2618,5177,571
68476	4041,12436,4750,8765,11115
19334	5448,1752,1087,49957,20624
11144	3446,1303,10117,23965,608
93070	11903,4114,2339,1752,12464
2961	5191,4385,4837,22913,6714
27541	21051,7471,1293,2265,607
19354	2178,2720,14121,49957,35
11166	3858,9150,11115,17928,12436
35745	1087,10742,5546,3252,156
2989	589,8981,6808,3446,4042
84917	5982,3619,6161,7350,1752
68536	1752,1087,1712,8981,363
93114	8089,589,6852,3095,14870
60349	1752,5448,1087,20624,49957
76734	5448,1303,2603,3561,3520
43978	4806,4041,1922,25488,9320
52177	4114,11057,9433,1922,77355
101331	1087,10742,5448,2178,1752
3032	3603,8315,2281,10043,3858
68581	5448,1752,1087,49957,20624
27624	5448,2241,8981,8089,5191
19433	607,1746,12781,7350,2178
44010	5191,20335,8241,1712,2305
60395	2618,2281,6808,2288,1746
84972	7350,11115,6123,4416,589
27640	10117,7974,589,8981,11936
11260	2720,6121,3446,4044,4041
35848	2720,5448,3112,4114,20624
11274	589,15008,1406,15010,25932
3083	4750,3858,3603,11182,11246
44046	9870,5191,1746,2178,10742
11295	1922,17341,2497,24265,4553
76837	4114,7535,571,5874,12436
19500	5448,1752,1087,49957,20624
101421	5448,6707,6808,156,566
27697	5448,5177,589,3987,6707
3122	156,4264,2339,1087,3520
27706	10742,35,59,1631,1087
35908	5448,1087,20624,2720,4114
52303	2720,589,20838,1110,10734
35921	5448,1752,1087,49957,20624
68693	24750,59,8765,2178,38082
101470	3112,11161,4838,4778,20023
93282	2720,4114,49957,5448,1087
27748	8241,841,4114,10071,3112
11367	6299,2720,11419,11334,5329
19560	589,1752,2497,8981,607
76912	5448,1752,1087,49957,20624
49683	1631,10742,28843,10071,42
68737	1303,5191,5448,2603,4041
52355	1483,22913,2339,2533,2485
44166	1752,22913,1922,11057,5191
11402	8019,7535,10043,6290,8981
3220	1752,1303,8703,6290,10043
35995	11936,571,6121,9320,5720
3233	2281,607,608,2265,14373
11428	6290,4114,12436,5004,10043
19622	7535,16674,4114,8089,11936
52394	1752,5448,1087,49957,20624
76972	1293,16180,1752,212,5328
85166	7438,5437,6382,6230,6216
19634	5448,1752,1087,49957,20624
60597	1087,1752,22913,3446,5982
27832	3513,4042,8981,12781,7974
3257	4806,12512,6715,11584,12539
60610	8936,2305,24459,3112,6348
3279	2720,1087,6808,6359,9150
11475	607,2265,2281,7471,1087
93408	2720,7974,25100,11936,4724
19688	28463,2241,21908,4629,4626
16935	1752,2339,2335,303,8089
60654	589,5546,2358,10742,4638
7379	4041,589,6123,11089,3520
44278	2178,11115,4806,10736,5191
101624	5448,4041,7535,14045,10043
52474	11057,1922,1553,1483,1494
93437	5448,4114,20624,1087,1752
27910	2178,4264,1631,6715,11582
3337	5929,5191,11115,9150,6349
77066	5448,1752,1087,49957,20624
11535	4806,607,4750,1951,1973
60690	589,11115,4391,13506,1261
85268	6302,4638,6299,10742,11480
27926	4264,1087,4114,5448,7535
93463	9150,5617,10117,6349,6359
96132	4264,10043,13506,5448,3520
85279	2720,1087,6349,10742,6359
52515	1087,10742,1293,607,3597
36132	5191,1752,3603,6123,22913
44334	1752,212,10633,263,2921
11568	1752,1922,13506,17928,4535
60725	11115,5448,3446,12447,23966
68918	7535,4114,10043,8019,358
60735	5448,1752,1087,49957,20624
3396	5191,5448,6808,6349,7894
77133	10742,1631,1087,20624,2178
1933	5448,1087,4264,16944,7535
44368	5982,26595,1939,13781,9145
11604	7974,6123,10117,1922,10000
52565	6121,4806,19450,22432,5720
101721	1746,607,7535,2241,12781
27994	5448,1087,49957,1752,20624
21050	7974,6123,10117,2720,4041
44382	1752,21051,10742,1922,3619
19812	22913,1553,1493,2656,4114
36200	5982,571,10743,6121,1922
11636	3446,35,589,5448,59
77180	2178,2720,1752,10743,14121
3454	14411,6349,14346,14540,8096
36075	1752,3446,3513,11115,1293
52621	14244,2178,5177,1303,7350
28049	59,2720,1712,7974,8019
93594	13229,9150,12436,6359,2358
101787	17928,22913,2241,6121,11057
28061	1922,9145,13506,9320,5191
85410	2720,5448,1303,2618,2178
44451	11115,7535,17928,4041,1293
60840	589,741,1746,6290,6852
11690	35,4657,3576,59,6808
44460	11115,4114,7535,3858,2339
11699	3252,25175,20441,25304,5448
3513	8241,10043,8180,5177,8165
101819	22913,17928,11057,1752,1922
12874	5929,17366,6751,5560,1494
77247	1303,2288,1752,607,4806
11713	25366,25253,6123,25269,25387
77046	5448,1087,2720,1752,3603
69062	11115,363,1087,2618,589
11721	35,5329,4631,5982,4041
104354	709,5720,17597,19450,8089
11729	3446,3513,35,15008,1303
28115	8019,4114,45466,22913,45484
36332	12781,7974,4041,8981,1746
52717	1087,5448,1752,2720,49957
3568	1712,5191,8223,41798,21088
11765	8223,8019,4724,5329,5328
77302	5874,22432,4264,10071,11936
